评论ID,评论内容,评论图片,点赞数,评论时间,用户昵称,用户主页链接,用户抖音号,用户签名,回复总数,ip归属
7520927092210271036,我能吃两碗饭你能吃两碗盐吗[撇嘴],"['https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/56e0da7ee97c40c6b4fd2312640e92d5~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1751356800&x-signature=gCkWIls9ZcsjST8ZCawP46rBFgs%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202506301530458104F53BF3B44FF32AB0', 'https://p11-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/56e0da7ee97c40c6b4fd2312640e92d5~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1751356800&x-signature=XqpkBKFniECbHP3lQZEpKAXDKmk%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202506301530458104F53BF3B44FF32AB0', 'https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/56e0da7ee97c40c6b4fd2312640e92d5~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1751356800&x-signature=AIJ92uqah6oYhZUR%2FquV2ckyKTM%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202506301530458104F53BF3B44FF32AB0', 'https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/56e0da7ee97c40c6b4fd2312640e92d5~tplv-p14lwwcsbr-7.jpeg?lk3s=7b078dd2&x-expires=1751356800&x-signature=Tq6Kd1AAyFVeiYf7Wkp4t7QdcMs%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202506301530458104F53BF3B44FF32AB0']",374,2025-06-28 17:18:19,风幹,https://www.douyin.com/user/MS4wLjABAAAAaFcQZ5-GmCS0yXQfHqCml-D6oHbxMWY4z-4O7LmZ5LHVLJ96648xBVBSQ4sbpA81,41643495181,未知,4,湖南
7520943675515159348,我是托尼老师，有时顾客教我怎么染头发[捂脸][捂脸][捂脸],,32,2025-06-28 18:22:45,御弟哥哥,https://www.douyin.com/user/MS4wLjABAAAADDaabo1QWwBsygWxMBBTYhJrRdo-_DclWrArwsqR_JI,,未知,7,吉林
7521009919228855075,乒乓球谁搜的[看],"['https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/88ad9d3c89be4254ac3dd0cf660f9d96~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1751356800&x-signature=hk9ApZS9c4%2B8np8mm7Ii%2BlkHqwg%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202506301530458104F53BF3B44FF32AB0', 'https://p9-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/88ad9d3c89be4254ac3dd0cf660f9d96~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1751356800&x-signature=Mb0YEZ12iD1dNg4wzmM2J6fGcJk%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202506301530458104F53BF3B44FF32AB0', 'https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/88ad9d3c89be4254ac3dd0cf660f9d96~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1751356800&x-signature=%2FGZRSuseQJF1Qf8tz3iDKn1mJts%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202506301530458104F53BF3B44FF32AB0', 'https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/88ad9d3c89be4254ac3dd0cf660f9d96~tplv-p14lwwcsbr-7.jpeg?lk3s=7b078dd2&x-expires=1751356800&x-signature=%2BHWk%2B7BQUoDofZkDWsi896wdOa4%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202506301530458104F53BF3B44FF32AB0']",5,2025-06-28 22:39:48,~无言无语,https://www.douyin.com/user/MS4wLjABAAAAXpvDT7OYI7VyPf4YFmHzpVM-Qbeg5a-8livABI00ryg,,未知,0,陕西
7520918414883734315,何时讲一下大唐[流泪][流泪][流泪][流泪]李世民,,58,2025-06-28 16:44:40,不白,https://www.douyin.com/user/MS4wLjABAAAAaA-LN6T9ywQltWnefIt9_TND1RPQOLywHYpgrmSVFGvjGKKV6ytq1r7Y8RSqUwFS,73176118234,未知,3,河北
7520931059594150713,我记得我的团长我的团里面是不是有这个反斜面设计,,19,2025-06-28 17:33:42,每天关注一个美女,https://www.douyin.com/user/MS4wLjABAAAAEwBuI3sUC24k-cXni9jXyXZrkSTCzUCmxzYbrhU5Z0UMJECS9DdM6CxEQXivFmc4,quanshijiesh42,未知,2,四川
7521395377884463914,伟大无需多言,"['https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/cd8b7f17feb545c18e6cb443b755cfff~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1751356800&x-signature=z2kGKEVXI8LP4wgxeM5eVtV7gkg%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202506301530458104F53BF3B44FF32AB0', 'https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/cd8b7f17feb545c18e6cb443b755cfff~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1751356800&x-signature=K3P3ynKev6fiRF7OCV2%2BUZTDDH8%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202506301530458104F53BF3B44FF32AB0', 'https://p9-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/cd8b7f17feb545c18e6cb443b755cfff~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1751356800&x-signature=PtSJLYxmWPc%2BQSEGjs0wji6zfNc%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202506301530458104F53BF3B44FF32AB0', 'https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/cd8b7f17feb545c18e6cb443b755cfff~tplv-p14lwwcsbr-7.jpeg?lk3s=7b078dd2&x-expires=1751356800&x-signature=qhOeyUFHzD0eIp6NMmVoCpBbLjE%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202506301530458104F53BF3B44FF32AB0']",1,2025-06-29 23:35:34,吃饱了就不吃了,https://www.douyin.com/user/MS4wLjABAAAABcTvy30wbCk0XzShDiM9WWEMvEKgjQV7RDzLHTCuzi9hQgwnA-nM9OWcTJUmvCrJ,75083466862,未知,0,北京
7521054212148200255,“鸿飞机电科技（东莞）有限公司”[yyds]这种公司啊，给你们看看一些东西。高薪诱导面试，线下签阴阳合同。,"['https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/76c7118aca28482181816d29d6ca7a98~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1751356800&x-signature=Uab24LP8TBTEQmJiCxopuSGZZOQ%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202506301530458104F53BF3B44FF32AB0', 'https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/76c7118aca28482181816d29d6ca7a98~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1751356800&x-signature=9sQlaosCwGv8vkDt74QFnK%2FllMw%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202506301530458104F53BF3B44FF32AB0', 'https://p11-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/76c7118aca28482181816d29d6ca7a98~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1751356800&x-signature=DZCFM63OH9JE1QuwNXQg5RtXErs%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202506301530458104F53BF3B44FF32AB0', 'https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/76c7118aca28482181816d29d6ca7a98~tplv-p14lwwcsbr-7.jpeg?lk3s=7b078dd2&x-expires=1751356800&x-signature=Hg4VyroPoCGsS4RmGWjMOOAbHFQ%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202506301530458104F53BF3B44FF32AB0']",25,2025-06-29 01:31:44,平头哥.Masa(不像張學友的小凱霖),https://www.douyin.com/user/MS4wLjABAAAAdfbnJjA7oDiXIaav9p3zgBe03m-VkT9wneZgKe8Mvzc,,未知,0,广东
7521170538158342970,我婆婆就是，我刚生完孩子她就给孩子乱喂一大堆乱七八糟的水，我说医生说不可以，她说医生哪有她懂，她生过两个孩子，医生生过几个孩子……我震惊掉了꒰꒪꒫꒪⌯꒱,,8,2025-06-29 09:03:01,🍋柠檬柚子🍐,https://www.douyin.com/user/MS4wLjABAAAAqWjE6Bk5I_P0VLLOEwRUyLu1q9u9CcR49CF0HCRfEGM,,未知,1,广东
7521612250659275562,不是你礼貌吗，放了整整30秒的校长，我都以为这期要讲校长的微操 [捂脸],,10,2025-06-30 13:48:29,☭Miller♞♛,https://www.douyin.com/user/MS4wLjABAAAAgy9_Ja1R35p2mL7TTdvinM8HZT9jPlHIn8CrHI0EWFUvaZ1Eouk9VPteJW0KFSzC,56596075809,未知,0,河南
7521409555797951292,我的博士生导师[看],,6,2025-06-30 00:30:33,风度翩翩的养猪佬,https://www.douyin.com/user/MS4wLjABAAAALZ0V_7lHatvU3PzW_BB1SeMHLtuhg5SCsrc-Oyh-XqNsOtt-gD8ekSKhKKqCE66c,Can_can_Mr_Zhu,未知,1,湖北
7521592231113016121,"有千里马的前提是，必须有一个好的伯乐
没有伯乐便没有了千里马",,2,2025-06-30 12:19:24,毛头,https://www.douyin.com/user/MS4wLjABAAAAdEgmAV9De6pIoiOUWoBBnmDhf_4KUPxQ4qbNEix82de2a0ttMlxu17ka6mg9Rtm2,39404505238,未知,0,山东
7521031726517781308,领导出几千块钱，要求程序员做一个内部AI系统,,19,2025-06-29 00:04:21,大兔_源哥哥喔🐰,https://www.douyin.com/user/MS4wLjABAAAAhxpRtcWTP5oTN8nqJU2lpwQw53V9agkfpINYjdsznyg,,未知,1,广东
7521011918355219238,突然想到之前回老家，某些初中就辍学的人说你高考至少也得有个600分吧。当高考像中考一样简单啊？[憨笑],,36,2025-06-28 22:47:28,满穗,https://www.douyin.com/user/MS4wLjABAAAA2X4f8WJfO3aPq50aVVqreG6qOVTK3ICXJNUOPHlnfeGSjEDVOvfTkjQp4vIu0Ts4,95628310802,未知,3,重庆
7521213118291460904,我大学学的政治经济学 我妈问我是不是可以去当省长了以后[捂脸],,2,2025-06-29 11:48:17,118,https://www.douyin.com/user/MS4wLjABAAAA4p06nDbRHBePQ3krvxC-tPNRE1-WzSHxHEENNV8eU7k,IlIlIllllIIlIll,未知,0,云南
7520941636496720697,开头我怎么想到了太阳[看],,15,2025-06-28 18:14:45,罐头,https://www.douyin.com/user/MS4wLjABAAAAq5_2JIcZ4AeLTkmKQCW51d8X1N04zgV-8CzjEQsrtnjnDu7FpKqW4OqufQJN14tr,LL94636635,未知,2,北京
7520967340624905002,虽然没有开头说的那么极端，但是我妈问我什么，我给她解决方法，她会先反驳一顿“不是 不是这个 不是这样 ”  最后我不理她 直接做了  成了， 一次两次还好  每次来问问题都要先否认一顿[泣不成声],,9,2025-06-28 19:54:30,老妪苦茶收藏家,https://www.douyin.com/user/MS4wLjABAAAAaRLEQ_G-VB4Q1P7CkukloqvVyr_vuSw4gnh2i-CJmII,,未知,1,西班牙
7521025446453199642,"领导：来来来 我教你怎么做[看]
到了现场
领导：就按照你平常那样做
不是…我第一次来啊[捂脸] 顶嘴又不太好[尬笑]",,7,2025-06-28 23:40:01,"疯狂水壶,",https://www.douyin.com/user/MS4wLjABAAAAdNca4qwpWLAcJ2M0DiUPdfiGXd75Sa5kKbtSg3GXirE,,未知,1,广东
7520983504425370377,一点不懂不可怕，可怕的是半桶水。我之前去应聘一个岗位，面试官就是半桶水，提了一个专业性问题把我搞懵逼了。因为这个问题的答案在我之前的介绍中已经说过了，他又问了一遍，我就没法子又回答了一次，精彩的来了，他直接给了一个他认为正确但压根不沾边的答案[捂脸],,0,2025-06-28 20:57:14,轩　　　　　　　　╲,https://www.douyin.com/user/MS4wLjABAAAAJsliCHK5Vc8kRQxJCLlGZ-Ef-G143zbO8lDRs2u0snI,,未知,0,安徽
7520917960425210651,东梦我问你一个问题啊,,109,2025-06-28 16:42:52,砚ㅤ,https://www.douyin.com/user/MS4wLjABAAAAt-mtuKFX8fSMbzShoDXETXYbX89ZpD9GykvZj1Wy4dqjLGWYKqT0gnIoJO6LaEK7,yyyyuuy,未知,3,加拿大
7520939369424503562,那现在找不到工作怎么办[流泪][流泪][流泪][流泪][流泪],,11,2025-06-28 18:05:59,阔以莫,https://www.douyin.com/user/MS4wLjABAAAAm-p_V_v0nTtWnSAX1vJHP_Q14z2H7E0QzNBi0UP-0rAFvGQ_-Cx4246M1dE4usW0,82186141742,未知,4,重庆
7520950261779891001,开头那句，我站门口把手机声音开到了最大声.，朝我妈放了一遍，然后赶紧溜了,,5,2025-06-28 18:48:13,马铃薯,https://www.douyin.com/user/MS4wLjABAAAAihyPoAhDYHBP3dGArGqENFyYYYCI-ATqc7BljZoFKQ8j1ZKxsyYtJY63jnbCkDBJ,dykupt2aian6,未知,0,安徽
7521030687715427098,我一般会说总座高见,,14,2025-06-29 00:00:22,榴莲千层,https://www.douyin.com/user/MS4wLjABAAAA_y2d4WvoDhJoKwSgYTz1CDNn1PmLiUzcnJN4iUu2fLcN7hbarW7oSa51u8wWBF6a,AKAbixufenkai,未知,1,广东
7521544574621713212,我也是年轻人，我经常给予我的学徒说[捂脸],,0,2025-06-30 09:14:29,心有余悸,https://www.douyin.com/user/MS4wLjABAAAAdYrdVX4KkPgtF-oBtzZmQSVT9oh_GXNqqqBFO9ubWwA,90336618196,未知,0,浙江
7521542948514349882,微操,,0,2025-06-30 09:08:09,骑单车的阿施,https://www.douyin.com/user/MS4wLjABAAAAKdpk2ESLcDOyhG80pcGAPDq6VwkjMsouTStCGW5PM7o,,未知,0,浙江
7521542714261898042,这就是嘴子,,0,2025-06-30 09:07:14,于不肥,https://www.douyin.com/user/MS4wLjABAAAAOyUO0Cc1d8gSnEvRni6C-UQIeP2Er_E18dVe5bEoivA,,未知,0,陕西
7521538133360755516,@嗯司南^ 这不月盈吗,,0,2025-06-30 08:49:28,gdese,https://www.douyin.com/user/MS4wLjABAAAAErpxeJKJT1rweoVFzN3k1AF7g3krmpvZBflcL2H8OeV6gAP3ma1RXkRbt6s3pTZn,nplbnb_20090926,未知,0,陕西
7521533522965955366,太多了[看],,0,2025-06-30 08:31:38,西徐庄奥特曼,https://www.douyin.com/user/MS4wLjABAAAA3dPlDGwGa8OIg6AOe_j4Awwkbuist_iMO5uTlw0Btlc,asi070809,未知,0,河南
7521530497923957564,我导师就是这样的,,0,2025-06-30 08:19:50,天一,https://www.douyin.com/user/MS4wLjABAAAAsMM88oZxjOrYn4ZO81IVcVrl1hJ2iAxaN8YLcpSPx0hKeCt8nJFJFRbvx8Tjs4qQ,TY_Jerry,未知,0,河北
7521525538097726267,3K 就该干 3K 的活，还另外培训学习,,0,2025-06-30 08:00:38,❤️情,https://www.douyin.com/user/MS4wLjABAAAAiJSaBcMJT6xBfwEoyC7Bi3swMp8t6q_lQ7p17zYU5aPvTKMdBWYPp4AeN6UDHIC0,43541832203,未知,0,四川
7521524741854036779,太阳,,0,2025-06-30 07:57:38,小心Tina的动感光波,https://www.douyin.com/user/MS4wLjABAAAA5ozbKcYtZm0zJVpOhES-N_jS5uhZri034JCDRoAuYX8,beyondlele920530,未知,0,辽宁
7521522111845155625,机枪阵地移两米[泪奔],,1,2025-06-30 07:47:20,黄河路天,https://www.douyin.com/user/MS4wLjABAAAAKcSPAm9YxTYmLrXH_WJ2NsI6KMMIEY9_rVr3DQ61PH6PK9lgKjKaXyz3EW1tOTJ5,59492030807,未知,1,河南
7521510061136298802,别说了，普通家庭里家长好多这样的。,,0,2025-06-30 07:00:35,深情迎风散.,https://www.douyin.com/user/MS4wLjABAAAAikHqBGBHQMiG3JoF8yb-5IMeNoXM4COaLlR45oejHG0,,未知,0,河南
7521507737369985852,24岁的准将[赞],,1,2025-06-30 06:51:32,三国灭霸吕奉先是也,https://www.douyin.com/user/MS4wLjABAAAAiXleIxTZl4xrk_9eqx_TNWKHZxMS3piDRQ4pyuIqg57DQppimGQvhOa7F5_rmxD7,59244232252,未知,0,广东
7521506451250185018,拿破仑根本不会打仗[泪奔],,1,2025-06-30 06:46:34,三国灭霸吕奉先是也,https://www.douyin.com/user/MS4wLjABAAAAiXleIxTZl4xrk_9eqx_TNWKHZxMS3piDRQ4pyuIqg57DQppimGQvhOa7F5_rmxD7,59244232252,未知,0,广东
7521505640876589883,听完前面几句，我就直到我该点赞加收藏了[看],,2,2025-06-30 06:43:24,三国灭霸吕奉先是也,https://www.douyin.com/user/MS4wLjABAAAAiXleIxTZl4xrk_9eqx_TNWKHZxMS3piDRQ4pyuIqg57DQppimGQvhOa7F5_rmxD7,59244232252,未知,0,广东
7521488578712552231,这年头评论啥都能火了,,2,2025-06-30 05:37:17,愉人,https://www.douyin.com/user/MS4wLjABAAAABYMON7XYDRL-hzPtVaddTG4lyEkt9nOr0FYeusLIs_o,D99999999991,未知,0,河北
7521479538712642361,我不明白,,1,2025-06-30 05:02:14,已读,https://www.douyin.com/user/MS4wLjABAAAAt9oeC7BfkoBgLkzBHxdi6riAkBso7geXewok1FM0j3th-UdQ7fljc216N-e0AwlG,86031943511,未知,0,湖北
7521450228106642215,？？,,0,2025-06-30 03:09:09,一澄,https://www.douyin.com/user/MS4wLjABAAAAfieuvV5Yzkp5BVLva_yI_mpAIyywOOhv1gdlzTYvVbg,,未知,0,湖南
7521448554310697755,推荐去哪儿了？？？,,0,2025-06-30 03:02:06,老舅超爱玩（三角洲行动）,https://www.douyin.com/user/MS4wLjABAAAAb_EgJzfboNbnk16qVJL722PEYSqf66MDXdQ6xjBMc-o,,未知,0,黑龙江
7521429204299825959,一个失败者，却把它吹的天花乱坠,,1,2025-06-30 01:46:55,健身,https://www.douyin.com/user/MS4wLjABAAAAdEG8NpgsMhrBKA7RozDYnkTGphKy53-a-UI_EcksDBI,64617596678,未知,2,四川
7521420127432246052,不管怎么讲,,0,2025-06-30 01:11:44,与君离别意,https://www.douyin.com/user/MS4wLjABAAAAZ--l9RQNCLl3FGMhTa6VUDjp7opArzScL1LBvbZX0tVDlbDs_nbt9xA7c_9L6MOt,76623392325,未知,0,四川
7521416789902689082,我不明白[酷拽],,0,2025-06-30 00:58:39,俯首揽星河,https://www.douyin.com/user/MS4wLjABAAAA4aSWH0G8vE5XaTAfib3CTIdFoA-HWrC0XvvQKVhqYr3OEEmteBymZ9x5MEP588r3,gouchen10,未知,0,江苏
7521204506891469606,"我爸，吃饭的时候谈起来上学，那是侃侃而谈，对我女儿说：谁谁谁，5岁就考上了清华北大[笑哭]，我听了都想笑，说：爸，5岁考上清华北大是不可能的，人家清华北大是大学，不是幼儿园，不可能招收5岁儿童。我爸听了还不服气，说：抖音上都讲了，这是真的[捂脸]
后面我趁女儿上学去的时间，给我爸说，以后这种话禁止在孩子面前说[笑哭]",,6,2025-06-29 11:14:52,Handsome Hu,https://www.douyin.com/user/MS4wLjABAAAAx0O2PmPnSPqkfMZEbvjSSabqecqaD-1GPpVvaDgxKqQ,soonzs,未知,3,山东
7521147496450704164,遇到过，我班长老是觉得我干的不行，直到有一次我请了一天假，他让老员工替我，然后那一天工位直接裂开了,,5,2025-06-29 07:33:38,背灯前影,https://www.douyin.com/user/MS4wLjABAAAAlm7sBnVDAYDKLsWV4jNdkhNWB9kNvlqvQxyS9JfyDjarwOz4LWutfnaSsEYHfLM8,lizeliniubi,未知,0,北京
7521235117495812902,我学机械设计的，领导让我做3D动画宣传片，说熊出没的水平就行[暗中观察][暗中观察][暗中观察],,7,2025-06-29 13:13:37,文蔚,https://www.douyin.com/user/MS4wLjABAAAAG9yScTsWemzG_ebK_OH1NO01BMYRAXXRzeVih7-N31A,63748441393,未知,0,贵州
7521180144552756020,谁懂啊，一打开抖音就有人要问我问题[流泪],,2,2025-06-29 09:40:22,去码头整点儿薯条🍟,https://www.douyin.com/user/MS4wLjABAAAAuYGyFQBc1AoDegfhyM99J5eL-_rAk8C7B-4rb-NwbHlhY0treD_A3ebIHtMFOYS5,1372340550wh,未知,0,山西
7521157001340306212,他只懂三分，但是哇哇的好像全懂[呲牙],,8,2025-06-29 08:10:38,狂飙日记,https://www.douyin.com/user/MS4wLjABAAAA4Y_HY6kTEve0Gci_Op_P7JhT5IAGi6mT2Pctp4tJoYM,186_wang,未知,0,上海
7520950797061882684,李良西皮的，你直接点我名就好了,"['https://p11-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/2de6ade7f6d54009a2d0372f25d62c1c~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1751288400&x-signature=Y3dew79M5lPhhlSlmXcsJG83EUo%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025063015305016C1A84A843297B4C142', 'https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/2de6ade7f6d54009a2d0372f25d62c1c~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1751288400&x-signature=71C0sDv3mIwZB1Jwx9I5%2FwkGNcU%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025063015305016C1A84A843297B4C142', 'https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/2de6ade7f6d54009a2d0372f25d62c1c~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1751288400&x-signature=Lk4lf4hb4MJWjBaMjNtYj1lmREw%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025063015305016C1A84A843297B4C142', 'https://p11-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/2de6ade7f6d54009a2d0372f25d62c1c~tplv-p14lwwcsbr-7.jpeg?lk3s=7b078dd2&x-expires=1751288400&x-signature=S0MZpw%2BQNUYwasso9AEfs56T9Ag%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025063015305016C1A84A843297B4C142']",1,2025-06-28 18:50:18,西瓜瓜呀🍉🍉,https://www.douyin.com/user/MS4wLjABAAAAcRHSY9toZV2Vw0BsKtVs2lPxXZcPPBfSqt7usUZovwo,36580278262,未知,0,河南
7520965790184997692,我爸好像和你说的每一句话都一样,,2,2025-06-28 19:48:28,卤蛋叔,https://www.douyin.com/user/MS4wLjABAAAAUeCa7SR0OGENSI3_YYt_iKosvncksngQgig_tlPKwSA,xuliewu16831,未知,1,江苏
7521018587126203182,领导：百度不就是一个搜索框吗？复制一个很难吗？,,78,2025-06-28 23:13:22,用户8500202222456,https://www.douyin.com/user/MS4wLjABAAAAHz4AQczMa9xuhQyTBIrTgqnQvW2a25DFDyJsnQLOi7tlA3YV70p83bX8IrbFAQqf,83441548178,未知,3,广东
7521628027362231090,真实案例：我前前老板被对手散播网络对他负面的信息，他命我想办法找朋友删掉，还没有费用,,0,2025-06-30 14:38:22,大王叫我来巡山,https://www.douyin.com/user/MS4wLjABAAAABUAnDORSKFOCffnqJ1X9kY4mW8HDHM2QhP6kr_K77oLuoYJLmxMz4ZetEaMGOxPI,26316695303,未知,0,河北
7520933591444341542,我领导就是这种怪鸟，然后我当着几十人的场合下大声对着他开骂，气的它直哆嗦！后来我就被调岗降薪了，最后被优化了[捂脸],,61,2025-06-28 17:43:36,野人花园,https://www.douyin.com/user/MS4wLjABAAAAQ1NNEgS9E7v6tnCWwr4WxBtAYzNiFvjzbmfLBFAg0Jw,,未知,3,天津
7520958412542083840,笑死了 我爹天天望子成龙，可是他什么也不教,,40,2025-06-28 19:19:55,叶樹,https://www.douyin.com/user/MS4wLjABAAAACOoQZKiiSNlUcZpR1FWZ2qbX369aPnOy4NYaiFFtGbc,,未知,1,日本
7521048961551008538,看你火了，我很不爽（四年老粉）[微笑],,7,2025-06-29 01:11:22,秋思乄未铭,https://www.douyin.com/user/MS4wLjABAAAApi17ivgBu6taD8QNGTi4X2xegeq4479UCn_C1cY3xpEOG6bR3Ieu0-fIlmRL11x-,61230672640,未知,2,江苏
7521004629372699443,国企领导特别多[暗中观察],,37,2025-06-28 22:19:13,无可,https://www.douyin.com/user/MS4wLjABAAAAMlnls3dQxkwE2gtO5rnCp8ilyZK59O31nV0dX1t4KXE,PO905,未知,1,安徽
7520972084340949819,遇到这种领导我只会说：总座高见[微笑],,23,2025-06-28 20:12:53,归鸿,https://www.douyin.com/user/MS4wLjABAAAAYp9X8YtiPsrKsC74bR8EjjOzOr_zRb0CX5wGOrFDitI,,未知,0,广东
7520972194990736188,两个月给我发了不到300块钱 只休息了3天 欠我8k多 说得好像我穿了黑鞋子她能把物业费收上来一样,"['https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/a4fe8503f4a0498cb550d789122c5ce6~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1751288400&x-signature=HrlEIfjv5yYpBCQ9fFxMt67LIXc%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025063015305016C1A84A843297B4C142', 'https://p11-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/a4fe8503f4a0498cb550d789122c5ce6~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1751288400&x-signature=KHEU1%2FZX0qP3X%2BXRzmH8QL4VOCI%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025063015305016C1A84A843297B4C142', 'https://p9-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/a4fe8503f4a0498cb550d789122c5ce6~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1751288400&x-signature=2KNWpseEcjGixywN40aWcr4JSLs%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025063015305016C1A84A843297B4C142', 'https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/a4fe8503f4a0498cb550d789122c5ce6~tplv-p14lwwcsbr-7.jpeg?lk3s=7b078dd2&x-expires=1751288400&x-signature=ofvXd9VUWSY%2BcMb6JPEwMXW8wVI%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025063015305016C1A84A843297B4C142']",9,2025-06-28 20:13:18,胆小的猪猪（恩师毛教）,https://www.douyin.com/user/MS4wLjABAAAAr8hPhDF11ZzHSOjNkyMYSIBKP-7xsSq4luLcnHfxREo,81460859075,未知,6,湖南
7520999853665862441,对，对对，还有经典话语:我不知道咋做是对，但是我知道你这么做不对[泪奔],,2,2025-06-28 22:00:41,幻影丶传说,https://www.douyin.com/user/MS4wLjABAAAAx1YBSKA4FVuaWyFgGuerV_Zv9IEA-0SCJv_HnV3zYt7M2XHa-zl8rJG15jWNxmu0,huanyingzhuc,未知,0,广东
7520968497346921276,来来来，上领导处决名单[憨笑],,11,2025-06-28 19:58:58,听以澈,https://www.douyin.com/user/MS4wLjABAAAADSX29t_bmF_-EB_zLSArL2SMAx49BICT7_YnQxDTYxmfpdT6fQe4CQxKe-jnLFvl,27449165689,未知,0,山东
7521120969211003688,朝鲜那位将军[看],,39,2025-06-29 05:50:53,希望きぼう,https://www.douyin.com/user/MS4wLjABAAAA-pns0sjsZCoy1sEowYvJsrXyMW2uW16XgDt0dyjMFN0,,未知,1,浙江
7520932870103089978,别说领导，我爸就是，有时不得不佩服[捂脸],,13,2025-06-28 17:40:44,🌈素玖,https://www.douyin.com/user/MS4wLjABAAAAVvSSa7i1TXYU-yZN7PXGKyhjdRjb7qD4kRo73VzJQPs,,未知,0,广西
7520984516010377994,赈灾款一定要用来赈灾[赞],,93,2025-06-28 21:01:08,laoego,https://www.douyin.com/user/MS4wLjABAAAANMIxV-Xom3e7VgXV0ESwgmmLJ7EpKWTJC8bU5uH80Iew3RaHQ9GCRlv1VdYQVaik,laoego,未知,5,河南
